"login","user_id","user_icon","identifications","species","wg"
"dingerdynasty",240598,"https://static.inaturalist.org/attachments/users/icons/240598/medium.jpeg?1500191457",31,12,0
"cjustus320",247120,"https://static.inaturalist.org/attachments/users/icons/247120/medium.jpg?1497931138",31,9,0
"daniel_folds",269252,"",31,22,0
"joemdo",349183,"https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1477097260",31,11,0
"dleonard",409589,"https://static.inaturalist.org/attachments/users/icons/409589/medium.jpg?1488432328",31,13,0
"walkingstick2",448026,"https://static.inaturalist.org/attachments/users/icons/448026/medium.jpg?1492381952",31,2,0
"duarte",3042,"https://static.inaturalist.org/attachments/users/icons/3042/medium.png?1475528686",30,23,0
"kylejones",11792,"https://static.inaturalist.org/attachments/users/icons/11792/medium.jpg?1475533125",30,15,0
"bhollingsworth",12868,"https://static.inaturalist.org/attachments/users/icons/12868/medium.jpg?1475533643",30,16,0
"kevinhintsa",38530,"https://static.inaturalist.org/attachments/users/icons/38530/medium.jpg?1475547495",30,18,0
"markread",113793,"https://static.inaturalist.org/attachments/users/icons/113793/medium.jpg?1495794866",30,8,0
"joey_swamps",127455,"https://static.inaturalist.org/attachments/users/icons/127455/medium.jpg?1501651861",30,18,0
"davidmt83",130660,"https://static.inaturalist.org/attachments/users/icons/130660/medium.jpg?1504556816",30,15,0
"truthseqr",209572,"https://static.inaturalist.org/attachments/users/icons/209572/medium.jpg?1491681286",30,4,0
"katya",215001,"https://static.inaturalist.org/attachments/users/icons/215001/medium.jpg?1508702681",30,9,0
"peggywu",221979,"https://static.inaturalist.org/attachments/users/icons/221979/medium.jpg?1475541091",30,5,0
"fatahabib92",237702,"https://static.inaturalist.org/attachments/users/icons/237702/medium.jpg?1484310992",30,25,0
"tigerbb",306991,"https://static.inaturalist.org/attachments/users/icons/306991/medium.jpg?1475529894",30,20,0
"monicaeb",409205,"https://static.inaturalist.org/attachments/users/icons/409205/medium.jpg?1487478014",30,22,0
"176",444033,"",30,5,0
"ajzellmer",3631,"https://static.inaturalist.org/attachments/users/icons/3631/medium.png?1475528957",29,10,0
"mikeburrell",5967,"https://static.inaturalist.org/attachments/users/icons/5967/medium.jpeg?1475530397",29,9,0
"sarahb",104942,"",29,10,0
"lancedj",229788,"https://static.inaturalist.org/attachments/users/icons/229788/medium.jpg?1494815580",29,15,0
"arianna_spada",384651,"https://static.inaturalist.org/attachments/users/icons/384651/medium.jpeg?1488660646",29,9,0
"colin25",390621,"https://static.inaturalist.org/attachments/users/icons/390621/medium.jpg?1510202697",29,5,0
"timbova",392866,"https://static.inaturalist.org/attachments/users/icons/392866/medium.jpeg?1484865151",29,25,0
"steven_wilson",410670,"https://static.inaturalist.org/attachments/users/icons/410670/medium.jpg?1488510039",29,12,0
"shadowshy",457332,"https://static.inaturalist.org/attachments/users/icons/457332/medium.jpg?1492611956",29,13,0
"fs00",600287,"",29,6,0
"zabbey",3090,"https://static.inaturalist.org/attachments/users/icons/3090/medium.jpg?1475528703",28,10,0
"redhat",26480,"https://static.inaturalist.org/attachments/users/icons/26480/medium.jpg?1491729289",28,6,0
"glmory",52839,"https://static.inaturalist.org/attachments/users/icons/52839/medium.jpg?1475553648",28,16,0
"nbdragonflyguy",107551,"https://static.inaturalist.org/attachments/users/icons/107551/medium.jpg?1487874042",28,11,0
"neilbalchan",116868,"https://static.inaturalist.org/attachments/users/icons/116868/medium.jpg?1475549562",28,23,0
"kevin0226",121250,"https://static.inaturalist.org/attachments/users/icons/121250/medium.jpg?1475541426",28,104,0
"annetcurran",152894,"",28,2,0
"bachandy",159430,"https://static.inaturalist.org/attachments/users/icons/159430/medium.jpg?1496884940",28,8,0
"evan8",172638,"https://static.inaturalist.org/attachments/users/icons/172638/medium.jpg?1475542972",28,7,0
"danguinto",240491,"https://static.inaturalist.org/attachments/users/icons/240491/medium.jpg?1492663140",28,29,0
"brunocardoso",382653,"https://static.inaturalist.org/attachments/users/icons/382653/medium.jpg?1482332007",28,19,0
"jameslee97",393684,"https://static.inaturalist.org/attachments/users/icons/393684/medium.jpeg?1490918603",28,21,0
"rednat",449425,"https://static.inaturalist.org/attachments/users/icons/449425/medium.jpg?1497714424",28,5,0
"jessica_consiglio",652195,"https://static.inaturalist.org/attachments/users/icons/652195/medium.jpg?1507389273",28,10,0
"escalante-pasos",1315,"https://static.inaturalist.org/attachments/users/icons/1315/medium.jpg?1487711612",27,25,0
"thorhakonsen",1606,"https://static.inaturalist.org/attachments/users/icons/1606/medium.jpg?1486550100",27,23,0
"annemirdl",7504,"https://static.inaturalist.org/attachments/users/icons/7504/medium.jpeg?1475531214",27,25,0
"maractwin",10787,"https://static.inaturalist.org/attachments/users/icons/10787/medium.jpg?1479735613",27,17,0
"wildcarrot",43591,"https://static.inaturalist.org/attachments/users/icons/43591/medium.jpg?1494024288",27,14,0
"rroutledge",119644,"https://static.inaturalist.org/attachments/users/icons/119644/medium.jpg?1508129177",27,11,0
"eric_keith",147168,"https://static.inaturalist.org/attachments/users/icons/147168/medium.jpg?1478269924",27,16,0
"inasiebert",213733,"https://static.inaturalist.org/attachments/users/icons/213733/medium.jpg?1475539289",27,6,0
"fero",386722,"https://static.inaturalist.org/attachments/users/icons/386722/medium.jpg?1483826715",27,13,0
"rfoster",388888,"",27,20,0
"mattireland",472701,"https://static.inaturalist.org/attachments/users/icons/472701/medium.jpg?1493861930",27,18,0
"bkorol",533871,"https://static.inaturalist.org/attachments/users/icons/533871/medium.jpg?1500340689",27,22,0
"ryber",9028,"https://static.inaturalist.org/attachments/users/icons/9028/medium.jpg?1476842435",26,17,0
"connor22",10766,"https://static.inaturalist.org/attachments/users/icons/10766/medium.jpg?1475532764",26,63,0
"skiman1016",20405,"https://static.inaturalist.org/attachments/users/icons/20405/medium.jpg?1475538371",26,12,0
"alexyan",26667,"https://static.inaturalist.org/attachments/users/icons/26667/medium.jpg?1503514682",26,9,0
"merav",34038,"https://static.inaturalist.org/attachments/users/icons/34038/medium.jpg?1475545763",26,9,0
"jaliya",110360,"",26,6,0
"liapun312",113157,"https://static.inaturalist.org/attachments/users/icons/113157/medium.jpg?1475548489",26,19,0
"birdizlife",154438,"https://static.inaturalist.org/attachments/users/icons/154438/medium.jpg?1483550165",26,22,0
"davidseburn",201000,"https://static.inaturalist.org/attachments/users/icons/201000/medium.jpg?1475537166",26,11,0
"driftlessroots",249972,"https://static.inaturalist.org/attachments/users/icons/249972/medium.jpg?1475533253",26,5,0
"octobertraveler",285290,"https://static.inaturalist.org/attachments/users/icons/285290/medium.jpg?1475531144",26,7,0
"axeira",291972,"https://static.inaturalist.org/attachments/users/icons/291972/medium.png?1475533283",26,14,0
"ehjalmarson",375183,"https://static.inaturalist.org/attachments/users/icons/375183/medium.jpg?1480380507",26,13,0
"candicestefani",409048,"",26,13,0
"samuelbrinker",450545,"https://static.inaturalist.org/attachments/users/icons/450545/medium.jpg?1493662468",26,15,0
"blazeclaw",491170,"https://static.inaturalist.org/attachments/users/icons/491170/medium.jpg?1497769932",26,6,0
"jplarry",1325,"https://static.inaturalist.org/attachments/users/icons/1325/medium.jpg?1475527894",25,133,0
"paultavares",3181,"https://static.inaturalist.org/attachments/users/icons/3181/medium.jpg?1508783888",25,7,0
"artem",6235,"https://static.inaturalist.org/attachments/users/icons/6235/medium.jpg?1475530568",25,12,0
"leslie_flint",9335,"https://static.inaturalist.org/attachments/users/icons/9335/medium.jpeg?1491534771",25,19,0
"srall",35078,"https://static.inaturalist.org/attachments/users/icons/35078/medium.jpg?1475546130",25,6,0
"hartleyoutdooreducationcenter",47992,"",25,8,0
"dlbowls",223005,"https://static.inaturalist.org/attachments/users/icons/223005/medium.jpg?1475541362",25,5,0
"deboas",231737,"https://static.inaturalist.org/attachments/users/icons/231737/medium.jpg?1510602567",25,16,0
"bernardo_zg21",273283,"https://static.inaturalist.org/attachments/users/icons/273283/medium.jpg?1475528597",25,8,0
"nicholasmendes",409987,"https://static.inaturalist.org/attachments/users/icons/409987/medium.png?1487622246",25,15,0
"u_phantasticus",522203,"https://static.inaturalist.org/attachments/users/icons/522203/medium.jpg?1499233318",25,9,0
"ngerlach",536751,"",25,11,0
"silversea_starsong",6971,"https://static.inaturalist.org/attachments/users/icons/6971/medium.jpg?1496197825",24,23,0
"martinmandak",15745,"https://static.inaturalist.org/attachments/users/icons/15745/medium.jpg?1475535724",24,54,0
"robvanepps",19858,"https://static.inaturalist.org/attachments/users/icons/19858/medium.jpg?1475538108",24,46,0
"hannawacker",37587,"https://static.inaturalist.org/attachments/users/icons/37587/medium.jpg?1475547225",24,14,0
"snakewrangler95",48057,"https://static.inaturalist.org/attachments/users/icons/48057/medium.jpg?1475589184",24,11,0
"andrewdavies9000",74252,"https://static.inaturalist.org/attachments/users/icons/74252/medium.jpg?1475549869",24,27,0
"tsteer",98801,"https://static.inaturalist.org/attachments/users/icons/98801/medium.jpg?1475553051",24,1,0
"tsn",175837,"https://static.inaturalist.org/attachments/users/icons/175837/medium.jpg?1475543862",24,10,0
"jgingold",224100,"https://static.inaturalist.org/attachments/users/icons/224100/medium.jpg?1475541524",24,5,0
"ecologistchris",229540,"https://static.inaturalist.org/attachments/users/icons/229540/medium.jpeg?1475542982",24,11,0
"eduardo34",277403,"",24,13,0
"ryanhodnett",422985,"https://static.inaturalist.org/attachments/users/icons/422985/medium.jpg?1500300320",24,6,0
"ben_revell",474098,"https://static.inaturalist.org/attachments/users/icons/474098/medium.jpeg?1493939989",24,8,0
"thebirdnuts",481432,"https://static.inaturalist.org/attachments/users/icons/481432/medium.jpg?1501037892",24,10,0
"alicia49",487992,"https://static.inaturalist.org/attachments/users/icons/487992/medium.jpg?1498869049",24,5,0
"luca-20",572807,"",24,4,0
"joebartok",584526,"https://static.inaturalist.org/attachments/users/icons/584526/medium.jpg?1503157480",24,9,0
"craftybirder",1181,"https://static.inaturalist.org/attachments/users/icons/1181/medium.jpg?1475527824",23,10,0
"colindjones",18062,"https://static.inaturalist.org/attachments/users/icons/18062/medium.jpg?1490128080",23,10,0
"crtracy",31822,"https://static.inaturalist.org/attachments/users/icons/31822/medium.jpg?1475544131",23,5,0
"eattaway92",151498,"https://static.inaturalist.org/attachments/users/icons/151498/medium.jpg?1481592877",23,27,0
"lizlovesnature",169187,"https://static.inaturalist.org/attachments/users/icons/169187/medium.jpg?1475541665",23,8,0
"joshuagsmith",269952,"https://static.inaturalist.org/attachments/users/icons/269952/medium.jpg?1501047025",23,13,0
"kristynkro",407555,"",23,17,0
"ladybird_sunbathing",410331,"https://static.inaturalist.org/attachments/users/icons/410331/medium.jpeg?1487688314",23,10,0
"noskcaj55",439008,"https://static.inaturalist.org/attachments/users/icons/439008/medium.jpeg?1491068110",23,9,0
"drew_harvey",456794,"https://static.inaturalist.org/attachments/users/icons/456794/medium.jpg?1492553334",23,16,0
"kaylab",624566,"https://static.inaturalist.org/attachments/users/icons/624566/medium.jpg?1505488784",23,4,0
"johnkarges",18994,"https://static.inaturalist.org/attachments/users/icons/18994/medium.jpg?1475537659",22,21,0
"coffearobusta42",25480,"https://static.inaturalist.org/attachments/users/icons/25480/medium.jpg?1475540663",22,11,0
"leecain",25763,"https://static.inaturalist.org/attachments/users/icons/25763/medium.jpg?1489861788",22,11,0
"fundad",27908,"https://static.inaturalist.org/attachments/users/icons/27908/medium.jpg?1475541912",22,21,0
"arturo3",44389,"https://static.inaturalist.org/attachments/users/icons/44389/medium.jpg?1475553158",22,34,0
"bioblogo",45069,"https://static.inaturalist.org/attachments/users/icons/45069/medium.jpg?1475553474",22,12,0
"jrotzeke",109125,"https://static.inaturalist.org/attachments/users/icons/109125/medium.jpg?1489070827",22,18,0
"phillipdemaynadier",144599,"https://static.inaturalist.org/attachments/users/icons/144599/medium.jpg?1492884077",22,13,0
"saundersdrukker",147376,"https://static.inaturalist.org/attachments/users/icons/147376/medium.jpg?1475547965",22,48,0
"tmarkolivier",168813,"https://static.inaturalist.org/attachments/users/icons/168813/medium.jpg?1500832419",22,10,0
"er1kksen",192963,"https://static.inaturalist.org/attachments/users/icons/192963/medium.jpg?1475540005",22,11,0
"fabnobili",206393,"https://static.inaturalist.org/attachments/users/icons/206393/medium.jpg?1475537851",22,7,0
"ckjannabirds",315756,"https://static.inaturalist.org/attachments/users/icons/315756/medium.jpg?1475532439",22,3,0
"hitmewithyourmesomphix",382220,"https://static.inaturalist.org/attachments/users/icons/382220/medium.jpg?1484510168",22,14,0
"cwd912nb",407471,"https://static.inaturalist.org/attachments/users/icons/407471/medium.jpg?1505700089",22,1,0
"sbarratt21",409369,"https://static.inaturalist.org/attachments/users/icons/409369/medium.jpg?1489964135",22,17,0
"jgeschke",418920,"https://static.inaturalist.org/attachments/users/icons/418920/medium.jpg?1494962668",22,10,0
"tremarctos",458751,"https://static.inaturalist.org/attachments/users/icons/458751/medium.jpg?1492739801",22,15,0
"oneillcraig",540624,"",22,8,0
"seekerbard",553134,"https://static.inaturalist.org/attachments/users/icons/553134/medium.jpeg?1501359158",22,4,0
"kmrogan384",594724,"",22,7,0
"joachim",18381,"https://static.inaturalist.org/attachments/users/icons/18381/medium.jpg?1475537277",21,22,0
"nancyed",23415,"https://static.inaturalist.org/attachments/users/icons/23415/medium.jpg?1475539758",21,15,0
"ilouque",31101,"https://static.inaturalist.org/attachments/users/icons/31101/medium.jpg?1487346047",21,12,0
"yetikat",35725,"https://static.inaturalist.org/attachments/users/icons/35725/medium.jpg?1475546427",21,8,0
"purperlibel",73671,"https://static.inaturalist.org/attachments/users/icons/73671/medium.jpg?1475549732",21,15,0
"neotomastolemykeys",102175,"https://static.inaturalist.org/attachments/users/icons/102175/medium.jpg?1475545470",21,9,0
"corvid81",152521,"https://static.inaturalist.org/attachments/users/icons/152521/medium.jpg?1475537933",21,7,0
"milliebasden",159364,"https://static.inaturalist.org/attachments/users/icons/159364/medium.jpg?1492394054",21,4,0
"fausto",160927,"https://static.inaturalist.org/attachments/users/icons/160927/medium.jpg?1475539729",21,17,0
"koskinonodon",249809,"https://static.inaturalist.org/attachments/users/icons/249809/medium.png?1475533238",21,55,0
"farkleberry",313643,"https://static.inaturalist.org/attachments/users/icons/313643/medium.jpg?1505482887",21,9,0
"awruck",387754,"https://static.inaturalist.org/attachments/users/icons/387754/medium.jpg?1484722924",21,11,0
"jeffweinell",391859,"",21,18,0
"ashferlito",398159,"https://static.inaturalist.org/attachments/users/icons/398159/medium.jpg?1496512566",21,8,0
"northganaturalist",413548,"https://static.inaturalist.org/attachments/users/icons/413548/medium.jpg?1502735117",21,14,0
"teresap",479865,"https://static.inaturalist.org/attachments/users/icons/479865/medium.jpg?1494631186",21,14,0
"bcosentino",586787,"https://static.inaturalist.org/attachments/users/icons/586787/medium.jpg?1504444007",21,8,0
"keevilm",624025,"https://static.inaturalist.org/attachments/users/icons/624025/medium.jpg?1510158900",21,9,0
"airalcorn2",1651,"https://static.inaturalist.org/attachments/users/icons/1651/medium.jpg?1475528091",20,13,0
"direbecca",5327,"https://static.inaturalist.org/attachments/users/icons/5327/medium.jpg?1475529988",20,12,0
"tadamcochran",13118,"https://static.inaturalist.org/attachments/users/icons/13118/medium.jpg?1507432881",20,5,0
"manuelnevarez",24594,"https://static.inaturalist.org/attachments/users/icons/24594/medium.jpg?1475540314",20,22,0
"aaroncarlson",31792,"https://static.inaturalist.org/attachments/users/icons/31792/medium.jpg?1475544111",20,10,0
"heteromyid",31793,"https://static.inaturalist.org/attachments/users/icons/31793/medium.jpg?1503955006",20,12,0
"tomv",35597,"https://static.inaturalist.org/attachments/users/icons/35597/medium.jpg?1475546376",20,7,0
"jrebman",61862,"https://static.inaturalist.org/attachments/users/icons/61862/medium.jpg?1481651441",20,7,0
"nashepard",74317,"https://static.inaturalist.org/attachments/users/icons/74317/medium.jpeg?1475549895",20,13,0
"ppiero",78411,"https://static.inaturalist.org/attachments/users/icons/78411/medium.jpg?1475553376",20,10,0
"marknenadov",117089,"https://static.inaturalist.org/attachments/users/icons/117089/medium.jpg?1491708083",20,25,0
"kmherpkid",224428,"",20,12,0
"ditchontologist",257767,"https://static.inaturalist.org/attachments/users/icons/257767/medium.jpg?1475535585",20,5,0
"torreystegall",271948,"https://static.inaturalist.org/attachments/users/icons/271948/medium.jpg?1500274088",20,12,0
"ajdugan",273595,"https://static.inaturalist.org/attachments/users/icons/273595/medium.jpg?1484769517",20,13,0
"rlephoto",401017,"https://static.inaturalist.org/attachments/users/icons/401017/medium.jpg?1486344055",20,13,0
"mikesun",402306,"https://static.inaturalist.org/attachments/users/icons/402306/medium.jpg?1498525439",20,4,0
"djurnove",412210,"https://static.inaturalist.org/attachments/users/icons/412210/medium.jpg?1495043258",20,7,0
"katalina",430148,"",20,3,0
"michael_mulligan",432281,"https://static.inaturalist.org/attachments/users/icons/432281/medium.jpg?1497398517",20,15,0
"dikawidiarianto",434059,"https://static.inaturalist.org/attachments/users/icons/434059/medium.jpg?1490587039",20,11,0
"andrea162",438951,"https://static.inaturalist.org/attachments/users/icons/438951/medium.jpeg?1491124644",20,9,0
"rangersara",499533,"https://static.inaturalist.org/attachments/users/icons/499533/medium.jpg?1496629825",20,10,0
"ultimosrefugios",519013,"https://static.inaturalist.org/attachments/users/icons/519013/medium.jpg?1498669150",20,11,0
"miguel1080",614459,"https://static.inaturalist.org/attachments/users/icons/614459/medium.jpg?1504483096",20,17,0
"dave-barry",1213,"https://static.inaturalist.org/attachments/users/icons/1213/medium.jpg?1475527834",19,11,0
"bryanto",3499,"https://static.inaturalist.org/attachments/users/icons/3499/medium.jpg?1475528879",19,20,0
"js_young",6689,"https://static.inaturalist.org/attachments/users/icons/6689/medium.png?1475530761",19,10,0
"greglasley",9706,"https://static.inaturalist.org/attachments/users/icons/9706/medium.jpg?1509395956",19,24,0
"gaudettelaura",12049,"https://static.inaturalist.org/attachments/users/icons/12049/medium.jpg?1475533241",19,18,0
"pipes_of_fort_davis",19402,"https://static.inaturalist.org/attachments/users/icons/19402/medium.jpg?1495564713",19,8,0
"joshualincoln",20198,"https://static.inaturalist.org/attachments/users/icons/20198/medium.jpg?1475538276",19,14,0
"miguel_l_cuellar",33274,"https://static.inaturalist.org/attachments/users/icons/33274/medium.jpg?1483470342",19,11,0
"francescagraziani",38542,"https://static.inaturalist.org/attachments/users/icons/38542/medium.jpg?1503561531",19,9,0
"nlblock",39752,"https://static.inaturalist.org/attachments/users/icons/39752/medium.jpg?1475547994",19,25,0
"kokhuitan",47594,"https://static.inaturalist.org/attachments/users/icons/47594/medium.jpeg?1475588979",19,7,0
"ecarpe",68260,"https://static.inaturalist.org/attachments/users/icons/68260/medium.jpg?1483489643",19,10,0
"raugmar",117870,"https://static.inaturalist.org/attachments/users/icons/117870/medium.jpg?1476301594",19,6,0
"vatechjoenco",118157,"",19,5,0
"gonefroggin",122251,"",19,6,0
"flosi",131957,"https://static.inaturalist.org/attachments/users/icons/131957/medium.jpg?1475543790",19,8,0
"pabeus",165245,"https://static.inaturalist.org/attachments/users/icons/165245/medium.jpg?1475540610",19,7,0
"heatherbumbleb",185157,"https://static.inaturalist.org/attachments/users/icons/185157/medium.jpg?1475538661",19,8,0
"teriyaki12",188557,"https://static.inaturalist.org/attachments/users/icons/188557/medium.jpeg?1492441601",19,8,0
"dinobiancolini",214518,"https://static.inaturalist.org/attachments/users/icons/214518/medium.jpg?1511467143",19,10,0
"irenebeanthesciencemachine",250646,"https://static.inaturalist.org/attachments/users/icons/250646/medium.jpg?1492902415",19,10,0
"gruen77",252388,"https://static.inaturalist.org/attachments/users/icons/252388/medium.jpg?1475533660",19,9,0
"mariana_sosa",310242,"https://static.inaturalist.org/attachments/users/icons/310242/medium.jpg?1506002985",19,11,0
"daval",313876,"",19,4,0
"easmeds",330921,"https://static.inaturalist.org/attachments/users/icons/330921/medium.jpg?1492449289",19,9,0
"kph",364426,"https://static.inaturalist.org/attachments/users/icons/364426/medium.jpg?1484183893",19,15,0
"marroquidavi",376421,"https://static.inaturalist.org/attachments/users/icons/376421/medium.jpg?1499735660",19,3,0
"inat7",383182,"https://static.inaturalist.org/attachments/users/icons/383182/medium.jpg?1484069941",19,5,0
"kristian7",407360,"",19,6,0
"colejwolf",435637,"https://static.inaturalist.org/attachments/users/icons/435637/medium.jpg?1502491200",19,15,0
"dgill89",492610,"https://static.inaturalist.org/attachments/users/icons/492610/medium.jpg?1496947134",19,14,0
"zainudin",523725,"https://static.inaturalist.org/attachments/users/icons/523725/medium.jpg?1503155046",19,14,0
"sea-kangaroo",2991,"https://static.inaturalist.org/attachments/users/icons/2991/medium.jpg?1475528667",18,35,0
"lorri-gong",20270,"https://static.inaturalist.org/attachments/users/icons/20270/medium.jpg?1497225843",18,13,0
"gcwarbler",27047,"https://static.inaturalist.org/attachments/users/icons/27047/medium.jpeg?1475541514",18,11,0
"dan_johnson",28364,"https://static.inaturalist.org/attachments/users/icons/28364/medium.jpeg?1475542108",18,9,0
"cosmiccat",34728,"https://static.inaturalist.org/attachments/users/icons/34728/medium.png?1475546029",18,15,0
"nanofishology",90526,"https://static.inaturalist.org/attachments/users/icons/90526/medium.jpg?1496122886",18,9,0
"nelson_wisnik",102919,"https://static.inaturalist.org/attachments/users/icons/102919/medium.jpg?1475545636",18,5,0
"mikef451",131068,"https://static.inaturalist.org/attachments/users/icons/131068/medium.jpg?1477233062",18,6,0
"libbing_life",168642,"https://static.inaturalist.org/attachments/users/icons/168642/medium.jpg?1510270812",18,7,0
"ioanamita30",226805,"https://static.inaturalist.org/attachments/users/icons/226805/medium.jpg?1475542507",18,6,0
"naturalistnat",227315,"https://static.inaturalist.org/attachments/users/icons/227315/medium.jpg?1475542626",18,10,0
"margalitkaufman",239346,"https://static.inaturalist.org/attachments/users/icons/239346/medium.jpeg?1475545131",18,9,0
"ventanaphile",272203,"https://static.inaturalist.org/attachments/users/icons/272203/medium.jpg?1485813822",18,8,0
"iandavies",273418,"https://static.inaturalist.org/attachments/users/icons/273418/medium.jpeg?1498148591",18,10,0
"alessandro18",274765,"",18,13,0
"k8thegr8",281095,"https://static.inaturalist.org/attachments/users/icons/281095/medium.jpg?1494811399",18,13,0
"swampcicada",291189,"",18,19,0
"ryan84",292007,"https://static.inaturalist.org/attachments/users/icons/292007/medium.png?1499318813",18,12,0
"carter3",306576,"",18,15,0
"sandwich",323903,"https://static.inaturalist.org/attachments/users/icons/323903/medium.jpg?1505753967",18,6,0
"crx2aj3",368287,"",18,10,0
"evangrimes",387398,"https://static.inaturalist.org/attachments/users/icons/387398/medium.jpg?1496256227",18,7,0
"juanmdiaz",402855,"https://static.inaturalist.org/attachments/users/icons/402855/medium.jpg?1486582258",18,14,0
"edsnyde2",408202,"",18,12,0
"melimez",425568,"https://static.inaturalist.org/attachments/users/icons/425568/medium.jpg?1490205196",18,8,0
"andreasalmaso",440972,"",18,5,0
"thejasperpatch",446692,"",18,9,0
"luca_corradi",461218,"https://static.inaturalist.org/attachments/users/icons/461218/medium.jpg?1492885081",18,6,0
"itai",476302,"",18,3,0
"juanda037",511209,"https://static.inaturalist.org/attachments/users/icons/511209/medium.jpg?1497660681",18,13,0
"dcoldren",544659,"https://static.inaturalist.org/attachments/users/icons/544659/medium.png?1504651307",18,11,0
"hchandler",547185,"https://static.inaturalist.org/attachments/users/icons/547185/medium.jpg?1501002114",18,15,0
"aj_ryan22",626150,"https://static.inaturalist.org/attachments/users/icons/626150/medium.jpeg?1505247933",18,12,0
"nmcnear",2492,"https://static.inaturalist.org/attachments/users/icons/2492/medium.jpg?1491064526",17,25,0
"diohio1",13252,"https://static.inaturalist.org/attachments/users/icons/13252/medium.jpg?1475533791",17,13,0
"rudyard",13370,"https://static.inaturalist.org/attachments/users/icons/13370/medium.jpeg?1475533850",17,18,0
"vicfazio3",13444,"https://static.inaturalist.org/attachments/users/icons/13444/medium.jpg?1479691578",17,10,0
"zach_cava",19380,"https://static.inaturalist.org/attachments/users/icons/19380/medium.jpg?1497470851",17,17,0
"beschwar",22312,"https://static.inaturalist.org/attachments/users/icons/22312/medium.jpg?1475539277",17,16,0
"emilianomori",30480,"https://static.inaturalist.org/attachments/users/icons/30480/medium.jpg?1475543451",17,13,0
"chaneybot",39333,"https://static.inaturalist.org/attachments/users/icons/39333/medium.jpg?1475547873",17,11,0
"a3d3vyth",55964,"https://static.inaturalist.org/attachments/users/icons/55964/medium.png?1475589098",17,11,0
"sdz456",67685,"https://static.inaturalist.org/attachments/users/icons/67685/medium.jpg?1475590598",17,10,0
"lillora",78035,"https://static.inaturalist.org/attachments/users/icons/78035/medium.jpg?1488522466",17,6,0
"karolina",95068,"https://static.inaturalist.org/attachments/users/icons/95068/medium.jpg?1492175709",17,11,0
"jtuttle",105391,"https://static.inaturalist.org/attachments/users/icons/105391/medium.jpg?1475546106",17,16,0
